id,userID,time,status,rest_long,rest_lat,distance,user_long,user_lat,name,gender,age,vacation
53,527,6:35:00 PM,1,30.09510792,31.31536406,1,30.107768,31.31870535,1,0,31,0
54,697,2:18:00 PM,1,30.09510792,31.31536406,21,30.27154519,31.40447517,1,1,41,0
55,408,10:38:00 PM,1,30.09510792,31.31536406,23,30.28385898,31.21073583,0,0,24,0
56,748,3:01:00 PM,1,30.09510792,31.31536406,34,30.04844133,31.63386777,1,0,44,0
57,1020,1:10:00 PM,1,30.09510792,31.31536406,37,30.24962817,31.63445447,1,0,60,0
58,442,4:21:00 PM,1,30.09510792,31.31536406,22,30.27326103,31.19747311,1,1,26,0
59,884,8:09:00 PM,1,30.09510792,31.31536406,11,30.01507263,31.24581229,1,0,52,0
60,340,9:16:00 PM,1,30.09510792,31.31536406,29,30.29315514,31.5026926,1,0,20,1
61,799,6:45:00 PM,1,30.09510792,31.31536406,19,30.09016252,31.13411401,1,0,47,0
62,1020,8:37:00 PM,1,30.09510792,31.31536406,22,30.23320552,31.16282291,0,1,60,1
63,357,2:23:00 PM,1,30.09510792,31.31536406,14,30.22295501,31.29851991,1,0,21,0
64,816,9:04:00 PM,1,30.09510792,31.31536406,24,30.23801347,31.13227559,1,0,48,1
65,578,7:09:00 PM,2,30.09510792,31.31536406,24,30.02652044,31.09658154,1,0,34,1
66,527,2:00:00 PM,1,30.09510792,31.31536406,32,30.16087581,31.01702551,0,0,31,0
67,748,1:46:00 PM,1,30.09510792,31.31536406,8,30.05416244,31.25375939,1,1,44,0
68,595,9:53:00 PM,1,30.09510792,31.31536406,52,30.59339705,31.27394773,1,1,35,0
69,697,7:27:00 PM,1,30.09510792,31.31536406,12,30.17078217,31.22710414,1,1,41,1
70,986,5:52:00 PM,1,30.09510792,31.31536406,20,30.21349017,31.16770608,1,0,58,0
71,544,1:23:00 PM,0,30.09510792,31.31536406,22,30.28941176,31.24045206,1,0,32,1
72,306,4:07:00 PM,1,30.09510792,31.31536406,30,30.21763732,31.05889318,1,1,18,0
73,561,10:16:00 PM,1,30.09510792,31.31536406,29,30.24053648,31.08430715,1,0,33,0
74,782,8:34:00 PM,1,30.09510792,31.31536406,32,30.25430966,31.054837,0,1,46,1
75,612,5:58:00 PM,1,30.09510792,31.31536406,19,30.11985849,31.13258521,0,1,36,0
76,391,5:42:00 PM,1,30.09510792,31.31536406,15,30.02214932,31.19433372,1,0,23,0
77,1003,8:17:00 PM,1,30.09510792,31.31536406,5,30.11112097,31.35675014,1,1,59,1
78,884,8:20:00 PM,1,30.09510792,31.31536406,21,30.25600731,31.20356688,1,0,52,1
79,833,3:25:00 PM,1,30.09510792,31.31536406,12,30.13842196,31.210082,1,1,49,0
80,986,9:50:00 PM,2,30.09510792,31.31536406,9,30.11825236,31.22898911,1,0,58,1
81,850,10:46:00 PM,1,30.09510792,31.31536406,21,30.2785826,31.23447131,1,0,50,0
82,969,9:47:00 PM,1,30.09510792,31.31536406,13,30.14945127,31.20482537,1,1,57,1
83,425,2:13:00 PM,1,30.09510792,31.31536406,60,30.66768228,31.29764355,1,0,25,1
84,714,1:13:00 PM,1,30.09510792,31.31536406,10,30.17320084,31.25322587,1,0,42,0
85,595,5:22:00 PM,1,30.09510792,31.31536406,36,30.38477426,31.49731286,1,0,35,1
86,935,9:06:00 PM,0,30.09510792,31.31536406,27,30.02265552,31.0645307,1,0,55,0
87,476,5:30:00 PM,1,30.09510792,31.31536406,17,30.04271463,31.1598793,1,0,28,0
88,476,8:20:00 PM,1,30.09510792,31.31536406,6,30.15438956,31.33016087,1,0,28,1
89,918,2:29:00 PM,1,30.09510792,31.31536406,35,30.34409178,31.09018215,1,0,54,1
90,952,5:43:00 PM,2,30.09510792,31.31536406,21,30.28710903,31.2605044,1,0,56,0
91,731,10:50:00 PM,1,30.09510792,31.31536406,18,30.25106441,31.24492453,1,0,43,1
92,833,4:16:00 PM,1,30.09510792,31.31536406,42,30.49501945,31.33765432,1,1,49,1
93,544,4:24:00 PM,2,30.09510792,31.31536406,23,30.26102764,31.16961328,1,1,32,0
94,1020,1:08:00 PM,2,30.09510792,31.31536406,20,30.28338908,31.33789585,1,1,60,0
95,629,6:04:00 PM,1,30.09510792,31.31536406,22,30.29955083,31.27848736,1,1,37,1
96,663,4:12:00 PM,1,30.09510792,31.31536406,17,30.24174357,31.25609524,1,1,39,0
97,527,3:48:00 PM,1,30.09510792,31.31536406,23,30.2746025,31.19215952,1,0,31,0
98,952,1:43:00 PM,2,30.09510792,31.31536406,22,30.26817771,31.19376571,1,0,56,0
99,1003,9:13:00 PM,2,30.09510792,31.31536406,25,30.20232801,31.1026182,1,1,59,0
100,595,7:11:00 PM,1,30.09510792,31.31536406,5,30.14029671,31.28868184,1,0,35,0
101,850,9:03:00 PM,2,30.09510792,31.31536406,20,30.11391878,31.12359698,1,1,50,0
102,782,7:21:00 PM,0,30.09510792,31.31536406,18,30.20872654,31.19230189,1,0,46,0
103,782,7:25:00 PM,1,30.09510792,31.31536406,16,30.12212371,31.16260235,1,0,46,0
104,1020,1:21:00 PM,2,30.09510792,31.31536406,10,30.18476628,31.28904059,1,0,60,0
105,578,4:34:00 PM,2,30.09510792,31.31536406,58,30.57847861,31.04605802,1,0,34,1
106,612,1:09:00 PM,1,30.09510792,31.31536406,23,30.22324849,31.49272875,0,1,36,0
107,1020,5:56:00 PM,1,30.09510792,31.31536406,22,30.06667979,31.10622183,1,0,60,0
108,476,3:25:00 PM,1,30.09510792,31.31536406,20,30.12628161,31.12296166,0,0,28,0
109,867,2:27:00 PM,1,30.09510792,31.31536406,10,30.11105192,31.21991587,1,1,51,1
110,952,5:22:00 PM,1,30.09510792,31.31536406,2,30.0953631,31.33642982,1,1,56,0
111,646,10:09:00 PM,2,30.09510792,31.31536406,4,30.12314543,31.294959,0,0,38,0
112,918,1:24:00 PM,0,30.09510792,31.31536406,13,30.15476584,31.20906626,1,0,54,1
113,901,5:56:00 PM,1,30.09510792,31.31536406,54,30.50800655,31.01098709,1,1,53,0
114,646,10:20:00 PM,0,30.09510792,31.31536406,30,30.04166062,31.03864673,1,1,38,0
115,323,7:35:00 PM,2,30.09510792,31.31536406,15,30.11433824,31.17438944,1,0,19,0
116,374,1:58:00 PM,1,30.09510792,31.31536406,5,30.0916851,31.26449542,1,1,22,1
117,425,6:50:00 PM,2,30.09510792,31.31536406,31,30.18947816,31.03661732,1,0,25,0
118,918,5:01:00 PM,1,30.09510792,31.31536406,27,30.00353657,31.07203114,1,0,54,0
119,442,6:52:00 PM,2,30.09510792,31.31536406,30,30.34635555,31.18613948,0,0,26,0
120,306,1:41:00 PM,1,30.09510792,31.31536406,21,30.25178225,31.19398661,1,0,18,0
121,408,1:19:00 PM,1,30.09510792,31.31536406,25,30.12227162,31.07459544,1,0,24,1
122,663,9:21:00 PM,2,30.09510792,31.31536406,20,30.27925791,31.27745587,1,0,39,0
123,1020,4:56:00 PM,2,30.09510792,31.31536406,9,30.17171858,31.27965121,1,1,60,1
124,1020,7:26:00 PM,1,30.09510792,31.31536406,18,30.1462935,31.47562208,1,0,60,0
125,493,8:54:00 PM,0,30.09510792,31.31536406,30,30.27967144,31.09394049,1,0,29,1
126,952,3:51:00 PM,1,30.09510792,31.31536406,18,30.00561087,31.17110428,1,0,56,0
127,425,2:31:00 PM,1,30.09510792,31.31536406,49,30.51624246,31.1148847,1,1,25,0
128,323,5:18:00 PM,1,30.09510792,31.31536406,9,30.18142125,31.31628153,1,0,19,0
129,459,5:51:00 PM,1,30.09510792,31.31536406,44,30.46624697,31.5200458,1,0,27,0
130,867,9:24:00 PM,1,30.09510792,31.31536406,7,30.03756472,31.27755745,1,0,51,1
131,493,2:38:00 PM,2,30.09510792,31.31536406,34,30.18440884,31.00597678,1,1,29,0
132,612,6:16:00 PM,1,30.09510792,31.31536406,17,30.06756285,31.47528274,1,1,36,0
133,697,5:16:00 PM,1,30.09510792,31.31536406,14,30.03086273,31.20251348,0,0,41,0
134,765,5:06:00 PM,1,30.09510792,31.31536406,8,30.0398465,31.36235261,1,0,45,0
135,952,1:03:00 PM,1,30.09510792,31.31536406,33,30.0001997,31.01540519,0,0,56,0
136,510,2:36:00 PM,2,30.09510792,31.31536406,13,30.20616506,31.26264185,1,1,30,0
137,595,7:21:00 PM,1,30.09510792,31.31536406,25,30.19066799,31.09926716,0,0,35,1
138,442,1:13:00 PM,1,30.09510792,31.31536406,35,30.27951682,31.03539609,1,0,26,0
139,663,5:27:00 PM,1,30.09510792,31.31536406,39,30.45961575,31.40981542,1,1,39,0
140,816,1:02:00 PM,2,30.09510792,31.31536406,11,30.18509284,31.25610441,0,1,48,0
141,544,1:53:00 PM,1,30.09510792,31.31536406,29,30.19219001,31.05495419,1,1,32,0
142,969,6:52:00 PM,1,30.09510792,31.31536406,24,30.14647495,31.09162549,1,1,57,1
143,714,3:11:00 PM,1,30.09510792,31.31536406,8,30.01937806,31.29947091,1,0,42,0
144,799,10:03:00 PM,1,30.09510792,31.31536406,22,30.27612787,31.21688054,1,0,47,0
145,697,6:20:00 PM,2,30.09510792,31.31536406,14,30.01873659,31.2084169,1,0,41,0
146,425,10:28:00 PM,1,30.09510792,31.31536406,14,30.02825707,31.43349038,1,0,25,0
147,595,7:03:00 PM,1,30.09510792,31.31536406,25,30.03504633,31.08218198,1,0,35,0
148,901,4:23:00 PM,1,30.09510792,31.31536406,31,30.18827055,31.03243291,1,0,53,1
149,884,2:43:00 PM,1,30.09510792,31.31536406,14,30.20524632,31.24132264,0,0,52,0
150,510,7:35:00 PM,1,30.09510792,31.31536406,42,30.38208075,31.03779548,0,0,30,0
151,782,9:41:00 PM,2,30.09510792,31.31536406,20,30.2824821,31.33381457,1,0,46,1
152,374,4:30:00 PM,1,30.09510792,31.31536406,25,30.06573701,31.08252576,1,0,22,1
153,833,6:46:00 PM,1,30.09510792,31.31536406,18,30.05478433,31.14665092,1,0,49,1
154,646,3:08:00 PM,0,30.09510792,31.31536406,20,30.19116843,31.15398354,1,1,38,1
155,459,9:30:00 PM,1,30.09510792,31.31536406,14,30.12206137,31.18534499,1,0,27,0
156,1003,9:11:00 PM,1,30.09510792,31.31536406,10,30.00692869,31.27696107,1,1,59,0
157,544,8:45:00 PM,1,30.09510792,31.31536406,22,30.03691934,31.10863034,1,1,32,0
158,952,7:57:00 PM,1,30.09510792,31.31536406,32,30.24160339,31.0493903,1,1,56,1
159,306,5:21:00 PM,1,30.09510792,31.31536406,1,30.09811721,31.32576449,1,0,18,0
160,527,2:07:00 PM,0,30.09510792,31.31536406,11,30.18875311,31.35913609,1,0,31,0
161,697,7:37:00 PM,2,30.09510792,31.31536406,25,30.21121691,31.11125438,1,1,41,0
162,425,4:35:00 PM,1,30.09510792,31.31536406,15,30.1938947,31.21187695,1,0,25,1
163,561,9:06:00 PM,1,30.09510792,31.31536406,11,30.09301488,31.21343804,1,1,33,0
164,714,7:02:00 PM,1,30.09510792,31.31536406,17,30.24448051,31.26351717,1,0,42,0
165,663,8:08:00 PM,1,30.09510792,31.31536406,5,30.1150655,31.2755473,1,0,39,0
166,306,5:54:00 PM,1,30.09510792,31.31536406,16,30.2256828,31.24449109,0,0,18,1
167,493,1:24:00 PM,1,30.09510792,31.31536406,25,30.07269057,31.08034323,1,1,29,0
168,748,2:47:00 PM,1,30.09510792,31.31536406,35,30.40196146,31.45264317,1,1,44,1
169,374,2:13:00 PM,1,30.09510792,31.31536406,22,30.11520872,31.10164358,1,0,22,0
170,901,5:24:00 PM,1,30.09510792,31.31536406,12,30.12136963,31.20671656,1,0,53,0
171,1003,7:26:00 PM,0,30.09510792,31.31536406,19,30.0552212,31.48938964,0,1,59,1
172,646,7:58:00 PM,1,30.09510792,31.31536406,27,30.29002018,31.15380534,1,0,38,0
173,629,6:13:00 PM,1,30.09510792,31.31536406,24,30.06983503,31.08686195,1,0,37,0
174,1020,4:15:00 PM,0,30.09510792,31.31536406,27,30.16223705,31.06292961,1,1,60,1
175,510,9:18:00 PM,1,30.09510792,31.31536406,12,30.03407028,31.41652091,1,1,30,0
176,459,1:21:00 PM,1,30.09510792,31.31536406,10,30.12336009,31.22451757,1,0,27,0
177,544,1:17:00 PM,1,30.09510792,31.31536406,27,30.2052213,31.08176704,0,0,32,0
178,969,2:34:00 PM,1,30.09510792,31.31536406,9,30.18325104,31.31711209,1,0,57,0
179,323,4:24:00 PM,1,30.09510792,31.31536406,14,30.06785341,31.18574868,1,0,19,1
180,952,10:17:00 PM,1,30.09510792,31.31536406,5,30.05511818,31.29476289,1,0,56,0
181,867,6:37:00 PM,1,30.09510792,31.31536406,24,30.06129083,31.08764393,1,1,51,0
182,765,7:13:00 PM,1,30.09510792,31.31536406,38,30.42267668,31.1552684,1,0,45,0
183,918,5:01:00 PM,2,30.09510792,31.31536406,39,30.45899043,31.24350327,1,0,54,0
184,544,5:17:00 PM,0,30.09510792,31.31536406,31,30.16001945,31.02536393,1,0,32,0
185,493,8:50:00 PM,1,30.09510792,31.31536406,17,30.06123549,31.15526564,1,0,29,0
186,918,5:23:00 PM,0,30.09510792,31.31536406,30,30.04339953,31.03483433,1,0,54,1
187,408,5:53:00 PM,0,30.09510792,31.31536406,15,30.19682932,31.21355612,0,0,24,1
188,357,1:39:00 PM,0,30.09510792,31.31536406,22,30.26433344,31.1846292,1,0,21,1
189,578,1:34:00 PM,1,30.09510792,31.31536406,37,30.27783166,31.00883812,1,0,34,0
190,1020,10:45:00 PM,0,30.09510792,31.31536406,31,30.02934721,31.02228422,1,1,60,0
191,935,2:13:00 PM,1,30.09510792,31.31536406,15,30.02336285,31.44239178,1,1,55,0
192,901,5:37:00 PM,2,30.09510792,31.31536406,11,30.0683541,31.2158372,0,1,53,0
193,901,9:28:00 PM,1,30.09510792,31.31536406,16,30.09588607,31.15802799,1,1,53,0
194,391,5:13:00 PM,1,30.09510792,31.31536406,16,30.10341465,31.16026534,1,1,23,0
195,561,9:07:00 PM,1,30.09510792,31.31536406,29,30.13041362,31.03922951,0,0,33,0
196,680,2:01:00 PM,2,30.09510792,31.31536406,27,30.20220457,31.55501847,1,0,40,0
197,799,9:20:00 PM,1,30.09510792,31.31536406,32,30.03945395,31.01314969,1,0,47,1
198,816,9:44:00 PM,0,30.09510792,31.31536406,23,30.10736182,31.09292038,1,0,48,0
199,952,9:04:00 PM,0,30.09510792,31.31536406,18,30.15660761,31.15074254,1,0,56,0
200,391,3:08:00 PM,0,30.09510792,31.31536406,12,30.20875326,31.28455803,1,1,23,1
201,459,1:43:00 PM,0,30.09510792,31.31536406,17,30.19850035,31.18874457,1,0,27,0
202,697,9:04:00 PM,0,30.09510792,31.31536406,25,30.04960413,31.08406621,1,1,41,1
203,816,9:07:00 PM,1,30.09510792,31.31536406,6,30.13931946,31.27523747,1,1,48,0
204,867,9:49:00 PM,1,30.09510792,31.31536406,28,30.27084554,31.11860022,1,1,51,0
205,306,1:17:00 PM,1,30.09510792,31.31536406,25,30.16220942,31.08541354,1,1,18,1
206,544,6:57:00 PM,0,30.09510792,31.31536406,31,30.2918546,31.09436296,1,0,32,1
207,833,10:34:00 PM,1,30.09510792,31.31536406,19,30.06154003,31.13628231,1,1,49,0
208,612,2:18:00 PM,1,30.09510792,31.31536406,26,30.17941137,31.08024178,1,1,36,0
209,408,7:33:00 PM,1,30.09510792,31.31536406,13,30.12643348,31.19078028,1,0,24,1
210,765,10:18:00 PM,1,30.09510792,31.31536406,33,30.13445021,31.00609694,1,1,45,0
211,374,5:39:00 PM,1,30.09510792,31.31536406,41,30.3557253,31.02011899,1,1,22,1
212,918,9:42:00 PM,1,30.09510792,31.31536406,63,30.6070528,31.00748184,1,1,54,0
213,510,7:05:00 PM,0,30.09510792,31.31536406,19,30.14437047,31.1423756,1,1,30,0
214,731,5:52:00 PM,1,30.09510792,31.31536406,9,30.14983054,31.24757167,0,1,43,1
215,374,10:20:00 PM,1,30.09510792,31.31536406,13,30.00013123,31.39636078,1,0,22,1
216,510,10:10:00 PM,1,30.09510792,31.31536406,16,30.17541993,31.18860244,1,0,30,0
217,918,5:08:00 PM,2,30.09510792,31.31536406,10,30.09988268,31.21879103,1,0,54,0
218,612,8:24:00 PM,1,30.09510792,31.31536406,36,30.2656439,31.01182185,1,0,36,0
219,884,5:24:00 PM,1,30.09510792,31.31536406,20,30.27527971,31.26491475,1,0,52,0
220,697,6:43:00 PM,1,30.09510792,31.31536406,14,30.15148502,31.19482266,1,0,41,0
221,646,2:49:00 PM,1,30.09510792,31.31536406,24,30.28504992,31.18340176,1,1,38,0
222,459,7:28:00 PM,1,30.09510792,31.31536406,27,30.34685041,31.27171865,1,0,27,0
223,459,8:44:00 PM,1,30.09510792,31.31536406,16,30.24576151,31.34458319,1,0,27,0
224,663,3:31:00 PM,1,30.09510792,31.31536406,18,30.01157468,31.16310858,1,0,39,1
225,799,5:13:00 PM,1,30.09510792,31.31536406,13,30.13534252,31.20125177,1,0,47,0
226,612,7:22:00 PM,1,30.09510792,31.31536406,26,30.16021578,31.07258246,1,1,36,1
227,952,9:45:00 PM,2,30.09510792,31.31536406,17,30.15889024,31.16216364,0,0,56,0
228,816,9:35:00 PM,1,30.09510792,31.31536406,33,30.03908316,31.00182688,1,1,48,1
229,323,1:19:00 PM,1,30.09510792,31.31536406,32,30.25097363,31.05730565,1,0,19,0
230,969,3:30:00 PM,0,30.09510792,31.31536406,5,30.11026277,31.26684533,1,0,57,0
231,510,8:32:00 PM,0,30.09510792,31.31536406,19,30.16430121,31.15236511,1,0,30,0
232,901,9:51:00 PM,2,30.09510792,31.31536406,12,30.1966065,31.35875218,1,1,53,0
233,697,5:17:00 PM,2,30.09510792,31.31536406,12,30.18980601,31.24710957,1,0,41,1
234,595,2:59:00 PM,1,30.09510792,31.31536406,16,30.23682454,31.38243506,1,0,35,0
235,340,10:51:00 PM,0,30.09510792,31.31536406,20,30.20830173,31.16622733,1,1,20,0
236,935,3:35:00 PM,1,30.09510792,31.31536406,10,30.03674561,31.23656717,1,0,55,0
237,612,6:51:00 PM,2,30.09510792,31.31536406,14,30.02753765,31.42933955,1,1,36,0
238,714,10:10:00 PM,0,30.09510792,31.31536406,7,30.03226031,31.2847789,1,0,42,0
239,629,7:11:00 PM,2,30.09510792,31.31536406,20,30.03452358,31.13853558,0,0,37,0
240,663,9:04:00 PM,2,30.09510792,31.31536406,66,30.67908446,31.0713889,1,0,39,0
241,629,3:55:00 PM,1,30.09510792,31.31536406,12,30.1042257,31.19736016,1,0,37,0
242,527,4:22:00 PM,1,30.09510792,31.31536406,14,30.05552463,31.19220273,1,0,31,0
243,850,4:15:00 PM,2,30.09510792,31.31536406,16,30.24616592,31.31251153,0,0,50,0
244,918,6:09:00 PM,1,30.09510792,31.31536406,27,30.05153126,31.06384586,1,1,54,0
245,833,8:50:00 PM,1,30.09510792,31.31536406,11,30.17416435,31.24108053,1,1,49,0
246,952,6:57:00 PM,0,30.09510792,31.31536406,31,30.09612303,31.01566141,1,0,56,0
247,663,10:02:00 PM,1,30.09510792,31.31536406,46,30.40193859,31.62718312,1,0,39,0
248,340,5:39:00 PM,1,30.09510792,31.31536406,3,30.11156145,31.28713689,1,0,20,0
249,442,10:57:00 PM,1,30.09510792,31.31536406,28,30.11578479,31.046254,1,0,26,0
250,646,3:28:00 PM,1,30.09510792,31.31536406,19,30.27655854,31.29608796,1,0,38,0
251,969,9:10:00 PM,1,30.09510792,31.31536406,27,30.32703315,31.19813308,1,1,57,1
252,561,5:18:00 PM,1,30.09510792,31.31536406,6,30.13870517,31.34587384,1,0,33,0
253,714,8:34:00 PM,1,30.09510792,31.31536406,18,30.26812406,31.29153572,1,0,42,1
254,969,3:06:00 PM,2,30.09510792,31.31536406,11,30.03130681,31.2354807,1,1,57,0
255,918,6:37:00 PM,1,30.09510792,31.31536406,37,30.32043961,31.03937592,1,0,54,0
256,952,3:09:00 PM,1,30.09510792,31.31536406,21,30.13952872,31.12201681,1,0,56,0
257,884,1:46:00 PM,1,30.09510792,31.31536406,47,30.44484787,31.03184302,1,1,52,0
258,918,5:10:00 PM,1,30.09510792,31.31536406,18,30.14364145,31.47621141,1,0,54,1
259,357,7:01:00 PM,1,30.09510792,31.31536406,10,30.09420498,31.22443633,1,0,21,1
260,816,2:14:00 PM,1,30.09510792,31.31536406,16,30.03937264,31.17546081,1,0,48,0
261,323,2:45:00 PM,1,30.09510792,31.31536406,26,30.04884672,31.07569244,1,0,19,0
262,391,4:06:00 PM,0,30.09510792,31.31536406,21,30.28400914,31.24439456,1,1,23,1
263,357,10:49:00 PM,0,30.09510792,31.31536406,28,30.1287078,31.04963978,0,1,21,0
264,544,10:00:00 PM,2,30.09510792,31.31536406,11,30.18176112,31.26400646,1,0,32,0
265,323,4:27:00 PM,1,30.09510792,31.31536406,34,30.0021861,31.62909909,0,0,19,1
266,340,3:27:00 PM,1,30.09510792,31.31536406,22,30.07387774,31.10762888,1,1,20,0
267,340,5:59:00 PM,1,30.09510792,31.31536406,37,30.39170291,31.12934141,1,0,20,1
268,1003,8:00:00 PM,1,30.09510792,31.31536406,25,30.27782766,31.15792738,1,1,59,0
269,561,1:33:00 PM,2,30.09510792,31.31536406,12,30.05632086,31.20395946,1,0,33,0
270,408,5:00:00 PM,1,30.09510792,31.31536406,5,30.04399699,31.31842935,1,0,24,1
271,459,1:53:00 PM,1,30.09510792,31.31536406,34,30.38233124,31.45680929,1,1,27,0
272,391,5:54:00 PM,1,30.09510792,31.31536406,3,30.09525003,31.34444143,0,1,23,0
273,680,6:52:00 PM,1,30.09510792,31.31536406,16,30.2083264,31.21820864,1,0,40,0
274,476,7:41:00 PM,1,30.09510792,31.31536406,12,30.10228956,31.20576505,1,0,28,0
275,306,1:41:00 PM,0,30.09510792,31.31536406,22,30.01338663,31.12373953,1,0,18,0
276,493,5:04:00 PM,1,30.09510792,31.31536406,14,30.10296071,31.18650463,1,0,29,0
277,595,3:21:00 PM,1,30.09510792,31.31536406,14,30.0242527,31.19927193,0,0,35,0
278,527,6:22:00 PM,1,30.09510792,31.31536406,59,30.57737501,31.03035859,1,1,31,1
279,884,2:16:00 PM,2,30.09510792,31.31536406,8,30.1367888,31.24878561,1,0,52,0
280,306,8:37:00 PM,1,30.09510792,31.31536406,28,30.14523207,31.04817876,1,0,18,0
281,952,6:39:00 PM,1,30.09510792,31.31536406,28,30.0878506,31.04980198,1,0,56,0
282,612,4:59:00 PM,1,30.09510792,31.31536406,20,30.25100454,31.20490354,1,1,36,1
283,374,5:05:00 PM,1,30.09510792,31.31536406,16,30.22218947,31.22525097,1,0,22,1
